borrower_id,sector,lender_type,age,monthly_income_kes,employment_tenure_months,digital_loans_last_90d,utility_payment_score,mobile_money_consistency,existing_loans,loan_amount_kes,dti_ratio,effective_apr,prior_default,default
B107531,Trade,Digital Lender,24,32138.0,57,2,0.791,0.933,5,282553.0,0.44,180.8,0,1
B107532,Real Estate,MFI,18,23061.0,56,0,0.917,0.835,2,155849.0,0.338,32.6,0,0
B107533,Trade,SACCO,30,27263.0,31,3,0.862,0.777,1,137160.0,0.252,17.1,0,0
B107534,Agriculture,Digital Lender,36,25676.0,31,5,0.748,0.631,1,105371.0,0.205,8.0,0,0
B107535,Services,Digital Lender,34,40208.0,10,4,0.62,0.807,0,287909.0,0.358,183.1,0,1
B107536,Manufacturing,Digital Lender,33,19535.0,20,5,0.664,0.859,1,65025.0,0.166,234.0,0,0
B107537,Personal/Household,Bank,24,37175.0,77,2,0.646,0.629,0,75409.0,0.101,15.5,0,0
B107538,Trade,Bank,25,40639.0,62,2,0.817,0.581,2,163405.0,0.201,15.0,0,0
B107539,Agriculture,MFI,30,35926.0,1,1,0.734,0.412,1,230581.0,0.321,17.4,0,0
B107540,Services,Bank,29,16360.0,4,1,0.261,0.525,3,127574.0,0.39,15.9,0,0
B107541,Real Estate,SACCO,46,27386.0,44,3,0.839,0.516,2,161450.0,0.295,18.9,0,1
B107542,Transport,SACCO,38,22254.0,21,3,0.9,0.873,5,91578.0,0.206,11.5,0,1
B107543,Services,MFI,30,28549.0,116,4,0.656,0.828,2,176379.0,0.309,28.1,0,0
B107544,Manufacturing,Bank,46,20607.0,2,0,0.85,0.449,2,149560.0,0.363,17.2,0,0
B107545,Agriculture,Digital Lender,39,58914.0,101,5,0.733,0.496,3,497860.0,0.423,132.4,1,1
B107546,Manufacturing,SACCO,21,32951.0,19,0,0.63,0.418,1,239334.0,0.363,8.0,0,0
B107547,Trade,MFI,18,12210.0,2,3,0.428,0.591,1,53796.0,0.22,17.4,1,0
B107548,Trade,MFI,22,14309.0,18,1,0.942,0.333,3,101051.0,0.353,21.3,0,1
B107549,Trade,Bank,41,57677.0,24,0,0.826,0.792,2,450843.0,0.391,15.1,0,0
B107550,Services,SACCO,44,26929.0,6,1,0.732,0.677,1,76535.0,0.142,12.2,0,0
B107551,Transport,Bank,18,23995.0,35,4,0.721,0.761,2,94765.0,0.197,11.4,0,0
B107552,Agriculture,MFI,42,55309.0,14,3,0.613,0.703,1,224127.0,0.203,18.7,0,0
B107553,Agriculture,Bank,41,27355.0,42,0,0.773,0.741,3,240305.0,0.439,14.0,0,0
B107554,Personal/Household,Bank,49,15409.0,16,3,0.704,0.635,2,90263.0,0.293,15.9,0,0
B107555,Services,Bank,45,15991.0,4,2,0.877,0.827,4,55436.0,0.173,13.8,0,0
B107556,Agriculture,Bank,49,41988.0,35,1,0.904,0.743,1,178435.0,0.212,17.1,0,0
B107557,Agriculture,Digital Lender,40,90781.0,1,4,0.74,0.693,0,710580.0,0.391,83.1,0,1
B107558,Personal/Household,Digital Lender,40,47182.0,4,3,0.816,0.701,4,75257.0,0.08,8.0,0,1
B107559,Services,Bank,32,24100.0,114,2,0.94,0.67,3,131610.0,0.273,17.2,0,0
B107560,Services,Bank,43,26247.0,25,1,0.96,0.452,1,189946.0,0.362,12.2,0,0
B107561,Agriculture,Digital Lender,22,30536.0,19,2,0.668,0.722,1,218376.0,0.358,57.1,0,0
B107562,Trade,Bank,34,9789.0,25,0,0.814,0.649,1,36116.0,0.184,16.1,0,0
B107563,Real Estate,MFI,40,30119.0,77,3,0.657,0.464,0,246899.0,0.41,20.6,0,1
B107564,Agriculture,Bank,49,40997.0,26,2,0.417,0.606,1,306121.0,0.373,16.2,0,0
B107565,Services,SACCO,30,78835.0,2,3,0.553,0.951,2,494115.0,0.313,17.1,0,1
B107566,Trade,Digital Lender,45,54171.0,4,4,0.567,0.599,2,221294.0,0.204,143.9,0,0
B107567,Transport,Bank,33,85945.0,45,1,0.964,0.601,1,471534.0,0.274,11.8,1,0
B107568,Services,Digital Lender,45,74931.0,58,5,0.766,0.899,2,229727.0,0.153,184.3,0,0
B107569,Services,Digital Lender,27,64028.0,53,1,0.912,0.968,0,105351.0,0.082,309.2,0,0
B107570,Transport,Digital Lender,42,30164.0,27,2,0.571,0.83,1,266522.0,0.442,30.2,0,0
B107571,Services,Digital Lender,34,35942.0,14,2,0.818,0.61,1,193389.0,0.269,185.7,0,0
B107572,Trade,Digital Lender,23,11866.0,45,5,0.796,0.745,1,102919.0,0.434,9.7,0,0
B107573,Agriculture,SACCO,33,31942.0,6,0,0.784,0.92,1,252302.0,0.395,17.0,0,1
B107574,Trade,Digital Lender,48,40595.0,7,4,0.485,0.89,3,193038.0,0.238,36.2,0,1
B107575,Services,Bank,25,25442.0,4,1,0.925,0.588,3,88426.0,0.174,13.6,0,0
B107576,Services,SACCO,20,12735.0,4,1,0.745,0.338,1,22648.0,0.089,14.7,1,0
B107577,Trade,SACCO,39,71008.0,3,1,0.892,0.747,1,408130.0,0.287,16.1,1,0
B107578,Trade,Bank,18,37173.0,16,2,0.614,0.862,2,115911.0,0.156,16.3,0,0
B107579,Agriculture,Bank,51,76599.0,21,1,0.859,0.56,1,119433.0,0.078,16.4,0,0
B107580,Agriculture,Bank,50,44721.0,13,2,0.605,0.721,3,402261.0,0.45,13.6,1,0
B107581,Personal/Household,MFI,45,63111.0,17,2,0.848,0.663,1,176362.0,0.14,17.9,0,0
B107582,Trade,Bank,35,56370.0,46,2,0.918,0.724,1,327665.0,0.291,14.9,0,0
B107583,Personal/Household,Bank,52,20462.0,2,0,0.886,0.568,0,72601.0,0.177,15.4,1,0
B107584,Manufacturing,Bank,48,22473.0,37,1,0.574,0.816,4,95033.0,0.211,14.0,0,0
B107585,Agriculture,SACCO,30,23491.0,16,0,0.896,0.67,3,182825.0,0.389,8.5,0,0
B107586,Trade,Bank,49,17475.0,122,0,0.962,0.813,6,85725.0,0.245,11.9,0,0
B107587,Services,Bank,26,78497.0,26,0,0.695,0.8,1,421339.0,0.268,16.8,0,0
B107588,Transport,Bank,33,30432.0,15,3,0.877,0.599,3,95013.0,0.156,12.9,0,0
B107589,Real Estate,MFI,18,38282.0,171,2,0.959,0.861,1,224124.0,0.293,22.8,0,0
B107590,Agriculture,Bank,36,14299.0,1,4,0.43,0.901,2,50040.0,0.175,13.2,0,0
B107591,Services,Digital Lender,32,46640.0,20,2,0.753,0.634,2,119596.0,0.128,32.8,0,0
B107592,Personal/Household,Bank,30,23737.0,34,2,0.873,0.718,2,103668.0,0.218,13.6,0,0
B107593,Personal/Household,Bank,33,59488.0,37,2,0.58,0.764,0,122667.0,0.103,14.8,0,0
B107594,Transport,MFI,29,20395.0,30,0,0.643,0.685,3,41502.0,0.102,20.3,0,0
B107595,Services,Digital Lender,35,61854.0,53,1,0.724,0.661,1,157205.0,0.127,420.6,1,0
B107596,Agriculture,MFI,48,49885.0,25,3,0.781,0.875,1,255308.0,0.256,22.4,0,0
B107597,Personal/Household,Bank,24,23014.0,127,3,0.57,0.604,0,65884.0,0.143,15.8,0,0
B107598,Real Estate,MFI,44,64849.0,57,1,0.82,0.888,2,450478.0,0.347,14.9,0,0
B107599,Transport,MFI,37,55929.0,30,1,0.958,0.549,0,274208.0,0.245,21.9,0,0
B107600,Services,MFI,39,38921.0,1,3,0.506,0.684,2,160653.0,0.206,19.4,0,1
B107601,Services,Digital Lender,35,17215.0,16,0,0.836,0.85,3,113027.0,0.328,59.0,0,0
B107602,Manufacturing,Digital Lender,28,46169.0,8,2,0.937,0.522,0,303360.0,0.329,186.5,0,0
B107603,Manufacturing,MFI,39,30832.0,35,1,0.937,0.604,5,53645.0,0.087,25.9,1,0
B107604,Services,Bank,40,30551.0,26,2,0.65,0.787,2,116189.0,0.19,12.9,0,0
B107605,Services,MFI,27,30965.0,25,2,0.59,0.891,1,226817.0,0.366,26.0,0,0
B107606,Personal/Household,Digital Lender,22,29244.0,24,2,0.456,0.696,6,158505.0,0.271,167.6,0,0
B107607,Trade,Digital Lender,36,18470.0,20,0,0.63,0.686,2,144918.0,0.392,251.7,0,0
B107608,Agriculture,Bank,43,12920.0,112,2,0.248,0.472,1,27902.0,0.108,14.1,0,1
B107609,Services,Bank,45,11534.0,4,1,0.684,0.825,2,18734.0,0.081,13.3,0,0
B107610,Personal/Household,Bank,47,35054.0,38,1,0.737,0.796,1,216199.0,0.308,15.5,0,0
B107611,Personal/Household,Digital Lender,39,8000.0,88,3,0.62,0.494,2,67213.0,0.42,190.0,0,0
B107612,Transport,MFI,32,44330.0,29,4,0.605,0.435,0,87023.0,0.098,16.7,1,1
B107613,Real Estate,Bank,35,39277.0,29,0,0.451,0.812,0,342359.0,0.436,15.6,1,0
B107614,Real Estate,Bank,23,25172.0,11,2,0.507,0.873,3,201387.0,0.4,13.1,0,1
B107615,Personal/Household,Bank,28,52292.0,19,1,0.589,0.815,1,305185.0,0.292,16.5,0,0
B107616,Agriculture,Digital Lender,34,25770.0,12,2,0.728,0.667,1,216259.0,0.42,108.6,0,0
B107617,Personal/Household,MFI,32,37429.0,42,4,0.877,0.62,3,235970.0,0.315,24.4,0,0
B107618,Personal/Household,Bank,36,10127.0,68,1,0.552,0.751,3,74855.0,0.37,13.6,0,0
B107619,Personal/Household,SACCO,21,8665.0,41,1,0.906,0.748,1,28102.0,0.162,10.5,1,0
B107620,Agriculture,SACCO,23,26123.0,52,2,0.37,0.702,2,234649.0,0.449,9.9,0,1
B107621,Personal/Household,SACCO,43,37518.0,14,2,0.954,0.763,0,255994.0,0.341,8.5,0,0
B107622,Trade,Digital Lender,27,50143.0,33,1,0.981,0.753,2,401667.0,0.401,200.8,0,0
B107623,Trade,Bank,28,26971.0,14,2,0.806,0.535,2,116361.0,0.216,11.6,0,0
B107624,Real Estate,Bank,36,34051.0,46,2,0.87,0.636,3,199600.0,0.293,13.0,0,0
B107625,Trade,Bank,26,45818.0,35,2,0.805,0.644,1,214682.0,0.234,16.5,0,0
B107626,Services,SACCO,46,27715.0,3,3,0.869,0.676,2,122330.0,0.221,16.7,0,0
B107627,Services,Digital Lender,22,41068.0,5,1,0.7,0.966,1,216616.0,0.264,146.0,0,0
B107628,Trade,Bank,35,15981.0,225,3,0.841,0.725,2,134347.0,0.42,12.8,0,0
B107629,Personal/Household,Digital Lender,28,11956.0,22,2,0.532,0.742,1,68627.0,0.287,145.4,1,0
B107630,Manufacturing,SACCO,37,22167.0,2,0,0.903,0.682,3,189754.0,0.428,11.1,0,0
B107631,Personal/Household,Digital Lender,30,45529.0,67,1,0.669,0.838,2,237980.0,0.261,332.0,0,0
B107632,Services,MFI,35,20109.0,38,1,0.793,0.561,2,127790.0,0.318,13.7,0,0
B107633,Manufacturing,Bank,47,42529.0,22,1,0.726,0.632,3,75273.0,0.088,13.9,0,0
B107634,Trade,Digital Lender,28,16902.0,7,1,0.539,0.861,2,58599.0,0.173,209.0,0,0
B107635,Trade,Digital Lender,28,21582.0,44,2,0.598,0.49,1,162554.0,0.377,8.0,1,0
B107636,Manufacturing,SACCO,32,33966.0,0,0,0.799,0.407,3,109431.0,0.161,10.5,0,0
B107637,Services,Digital Lender,50,20597.0,20,1,0.551,0.402,6,93570.0,0.227,107.2,0,0
B107638,Manufacturing,Bank,34,22609.0,93,1,0.672,0.629,2,112247.0,0.248,16.2,0,0
B107639,Agriculture,SACCO,47,8000.0,73,0,0.81,0.908,2,33671.0,0.21,16.8,0,0
B107640,Trade,Bank,33,47173.0,1,3,0.857,0.893,2,401051.0,0.425,12.9,0,0
B107641,Services,MFI,47,27855.0,2,1,0.74,0.816,2,45468.0,0.082,19.0,0,1
B107642,Agriculture,Bank,39,17678.0,61,3,0.864,0.722,2,98959.0,0.28,18.2,0,0
B107643,Personal/Household,Bank,41,81465.0,1,1,0.753,0.824,3,589427.0,0.362,15.3,0,0
B107644,Personal/Household,Bank,21,19264.0,3,3,0.877,0.758,1,108643.0,0.282,14.5,0,0
B107645,Agriculture,SACCO,19,22392.0,45,2,0.735,0.747,1,35622.0,0.08,11.0,0,0
B107646,Trade,Digital Lender,46,17519.0,10,5,0.821,0.466,2,142159.0,0.406,73.5,0,0
B107647,Real Estate,Bank,46,54561.0,23,4,0.917,0.72,2,177673.0,0.163,13.4,0,0
B107648,Agriculture,MFI,59,65420.0,34,1,0.836,0.437,0,118129.0,0.09,15.4,0,1
B107649,Personal/Household,Bank,20,61923.0,13,0,0.863,0.849,1,157784.0,0.127,15.5,0,0
B107650,Personal/Household,MFI,40,61599.0,20,2,0.758,0.973,1,120592.0,0.098,20.7,0,0
B107651,Agriculture,Bank,25,21407.0,7,2,0.818,0.836,2,61874.0,0.145,18.8,0,0
B107652,Manufacturing,MFI,28,74596.0,2,2,0.693,0.904,2,409787.0,0.275,25.5,0,0
B107653,Trade,Digital Lender,30,26700.0,8,4,0.861,0.857,4,166873.0,0.312,76.9,0,0
B107654,Trade,MFI,39,12728.0,98,0,0.859,0.728,1,71893.0,0.282,19.2,0,0
B107655,Personal/Household,SACCO,28,23516.0,8,0,0.877,0.705,1,200440.0,0.426,9.7,1,0
B107656,Personal/Household,SACCO,35,35571.0,21,2,0.869,0.559,1,146480.0,0.206,14.7,0,0
B107657,Personal/Household,Bank,43,20855.0,16,1,0.828,0.673,0,122013.0,0.293,10.1,0,0
B107658,Trade,Bank,46,32235.0,66,3,0.567,0.572,2,55411.0,0.086,14.0,0,0
B107659,Manufacturing,Bank,42,39940.0,0,4,0.767,0.72,1,330761.0,0.414,17.1,0,0
B107660,Real Estate,MFI,40,37266.0,11,2,0.898,0.8,3,89901.0,0.121,19.5,0,0
B107661,Services,Digital Lender,34,42630.0,127,2,0.872,0.841,1,326178.0,0.383,228.9,0,1
B107662,Transport,MFI,29,26929.0,14,1,0.556,0.434,2,117431.0,0.218,20.9,0,1
B107663,Services,MFI,40,19930.0,38,0,0.665,0.543,3,127973.0,0.321,21.2,0,0
B107664,Trade,Bank,24,13245.0,6,1,0.582,0.861,1,62773.0,0.237,11.9,0,0
B107665,Real Estate,Bank,36,28328.0,90,1,0.929,0.724,1,96595.0,0.17,17.2,0,0
B107666,Personal/Household,Digital Lender,24,22126.0,19,0,0.63,0.614,4,153786.0,0.348,297.0,0,0
B107667,Agriculture,Bank,35,27858.0,6,3,0.575,0.374,1,107645.0,0.193,13.6,0,0
B107668,Transport,SACCO,24,9520.0,1,0,0.877,0.783,1,84007.0,0.441,13.1,0,0
B107669,Manufacturing,Bank,31,12898.0,7,1,0.989,0.557,1,98270.0,0.381,16.5,0,0
B107670,Services,Bank,28,39359.0,6,1,0.679,0.772,3,329709.0,0.419,15.5,0,0
B107671,Trade,Bank,27,12094.0,37,4,0.932,0.873,3,65661.0,0.271,16.7,0,0
B107672,Services,Digital Lender,34,26782.0,34,1,0.61,0.347,1,91551.0,0.171,8.0,0,0
B107673,Real Estate,Bank,18,18827.0,30,1,0.573,0.44,3,129306.0,0.343,18.2,0,0
B107674,Real Estate,SACCO,18,18181.0,58,2,0.555,0.73,3,54836.0,0.151,16.8,0,0
B107675,Manufacturing,Bank,43,31161.0,65,1,0.841,0.88,1,136704.0,0.219,17.2,0,0
B107676,Agriculture,SACCO,36,30203.0,49,1,0.743,0.703,1,85146.0,0.141,10.0,1,0
B107677,Services,SACCO,28,40153.0,8,2,0.856,0.447,1,313053.0,0.39,11.8,0,0
B107678,Services,SACCO,45,16218.0,40,3,0.809,0.53,0,105031.0,0.324,16.1,1,0
B107679,Services,Bank,29,18280.0,31,3,0.844,0.912,2,101685.0,0.278,15.3,0,0
B107680,Services,Bank,29,55148.0,3,3,0.658,0.949,0,345924.0,0.314,17.4,0,0
B107681,Transport,Digital Lender,27,26277.0,37,5,0.728,0.712,3,40071.0,0.076,86.3,0,1
B107682,Real Estate,MFI,54,36361.0,23,2,0.646,0.699,2,302603.0,0.416,18.5,0,1
B107683,Personal/Household,Bank,37,22620.0,14,2,0.683,0.891,1,120561.0,0.266,13.6,0,0
B107684,Trade,MFI,37,38192.0,3,1,0.673,0.659,1,200691.0,0.263,22.3,0,0
B107685,Personal/Household,Bank,40,8000.0,26,0,0.827,0.584,4,51224.0,0.32,14.8,0,0
B107686,Manufacturing,MFI,18,56009.0,9,2,0.91,0.597,1,322806.0,0.288,18.1,0,0
B107687,Transport,MFI,29,23146.0,13,0,0.567,0.552,2,85710.0,0.185,23.0,0,0
B107688,Agriculture,Bank,40,14959.0,2,3,0.726,0.632,4,130369.0,0.436,15.7,1,1
B107689,Agriculture,MFI,35,16575.0,26,2,0.78,0.493,2,142865.0,0.431,26.4,1,0
B107690,Trade,SACCO,57,25720.0,8,1,0.96,0.857,1,124984.0,0.243,14.8,0,0
B107691,Real Estate,Digital Lender,30,27981.0,21,2,0.841,0.496,3,54329.0,0.097,267.1,0,0
B107692,Real Estate,SACCO,44,32134.0,26,3,0.71,0.675,1,73999.0,0.115,9.9,0,0
B107693,Agriculture,MFI,43,15430.0,20,1,0.574,0.889,1,35556.0,0.115,9.1,0,1
B107694,Agriculture,Digital Lender,36,48009.0,126,4,0.876,0.695,3,113360.0,0.118,160.9,1,0
B107695,Transport,Bank,38,22285.0,39,2,0.569,0.784,3,168850.0,0.379,9.6,0,0
B107696,Agriculture,SACCO,32,21680.0,37,2,0.734,0.313,1,33694.0,0.078,11.7,1,0
B107697,Personal/Household,Bank,18,26253.0,7,1,0.758,0.291,3,182654.0,0.348,15.8,0,0
B107698,Trade,Bank,38,42811.0,49,2,0.862,0.775,2,102333.0,0.12,17.0,0,0
B107699,Manufacturing,SACCO,39,29183.0,36,2,0.934,0.687,2,80453.0,0.138,13.9,0,0
B107700,Trade,Bank,41,22064.0,70,2,0.769,0.91,2,196812.0,0.446,14.1,0,0
B107701,Manufacturing,SACCO,36,24883.0,10,3,0.874,0.681,4,53541.0,0.108,9.5,0,1
B107702,Manufacturing,SACCO,45,58136.0,2,1,0.738,0.719,2,192996.0,0.166,13.9,0,0
B107703,Transport,Bank,26,53128.0,29,0,0.82,0.389,2,369085.0,0.347,16.7,0,0
B107704,Real Estate,Bank,50,36360.0,6,0,0.742,0.213,2,215707.0,0.297,16.2,0,0
B107705,Manufacturing,SACCO,25,32265.0,9,0,0.686,0.411,2,246649.0,0.382,12.5,0,0
B107706,Trade,SACCO,34,106137.0,5,2,0.594,0.673,4,867079.0,0.408,9.1,0,1
B107707,Real Estate,Digital Lender,42,38366.0,43,0,0.944,0.682,3,174357.0,0.227,8.0,0,0
B107708,Agriculture,Bank,30,32838.0,9,2,0.546,0.635,2,112273.0,0.171,15.3,0,0
B107709,Transport,Digital Lender,42,26605.0,26,2,0.911,0.758,1,121999.0,0.229,264.8,0,0
B107710,Real Estate,Bank,32,36179.0,11,0,0.962,0.766,1,252498.0,0.349,14.3,0,0
B107711,Personal/Household,Bank,36,8000.0,45,4,0.636,0.772,2,64862.0,0.405,11.0,0,0
B107712,Real Estate,SACCO,33,52326.0,2,4,0.736,0.626,3,193898.0,0.185,10.3,0,1
B107713,Agriculture,Bank,29,14773.0,16,2,0.576,0.515,0,128526.0,0.435,16.5,0,0
B107714,Agriculture,Bank,58,20031.0,14,3,0.465,0.571,1,107019.0,0.267,14.6,0,0
B107715,Trade,Bank,27,13765.0,51,1,0.716,0.59,1,21317.0,0.077,15.5,0,1
B107716,Manufacturing,Digital Lender,18,19830.0,150,2,0.355,0.591,1,52115.0,0.131,277.7,0,0
B107717,Personal/Household,Digital Lender,27,24657.0,13,2,0.788,0.716,2,96308.0,0.195,245.8,0,0
B107718,Personal/Household,Digital Lender,36,48491.0,26,2,0.967,0.451,2,356116.0,0.367,160.9,0,0
B107719,Real Estate,Bank,31,60415.0,20,2,0.894,0.842,2,125075.0,0.104,14.4,1,0
B107720,Trade,MFI,45,86475.0,9,0,0.824,0.61,2,359664.0,0.208,23.9,1,1
B107721,Personal/Household,Digital Lender,45,31452.0,50,2,0.667,0.808,1,248404.0,0.395,180.0,0,1
B107722,Trade,Bank,32,26358.0,15,5,0.975,0.631,2,225696.0,0.428,13.7,0,0
B107723,Real Estate,Bank,18,45650.0,19,1,0.711,0.71,0,327830.0,0.359,15.8,0,0
B107724,Personal/Household,Bank,22,18587.0,8,0,0.808,0.382,3,70776.0,0.19,17.9,0,0
B107725,Real Estate,MFI,35,17479.0,9,2,0.757,0.27,0,43202.0,0.124,21.5,0,1
B107726,Trade,SACCO,19,24295.0,5,1,0.707,0.509,1,63322.0,0.13,10.6,0,1
B107727,Agriculture,Bank,31,29184.0,34,2,0.431,0.536,0,130859.0,0.224,16.2,0,0
B107728,Transport,Bank,49,9540.0,20,1,0.593,0.791,1,14630.0,0.077,16.3,0,0
B107729,Trade,SACCO,38,53467.0,31,3,0.867,0.86,3,248249.0,0.232,12.4,0,0
B107730,Transport,SACCO,35,33930.0,17,4,0.858,0.421,1,204478.0,0.301,13.8,0,0
B107731,Real Estate,Bank,25,46120.0,5,2,0.826,0.762,1,220591.0,0.239,14.8,0,0
B107732,Agriculture,Bank,37,12534.0,11,0,0.642,0.935,2,86923.0,0.347,13.5,0,0
B107733,Agriculture,Digital Lender,32,20624.0,6,3,0.747,0.853,3,33364.0,0.081,201.3,0,0
B107734,Personal/Household,SACCO,37,20057.0,21,2,0.732,0.607,2,177758.0,0.443,15.5,0,0
B107735,Real Estate,SACCO,42,26595.0,2,3,0.776,0.631,2,42987.0,0.081,20.5,0,0
B107736,Personal/Household,SACCO,44,29189.0,38,1,0.626,0.892,0,88257.0,0.151,10.4,0,0
B107737,Real Estate,Digital Lender,36,47967.0,20,4,0.698,0.708,0,131025.0,0.137,143.0,0,0
B107738,Trade,Bank,40,31392.0,0,0,0.843,0.618,3,258182.0,0.411,15.4,0,0
B107739,Real Estate,Bank,30,19776.0,4,3,0.563,0.757,1,50703.0,0.128,13.5,0,1
B107740,Manufacturing,Bank,46,99036.0,2,1,0.682,0.787,0,689215.0,0.348,14.8,0,0
B107741,Real Estate,Digital Lender,26,25692.0,127,1,0.647,0.722,5,111619.0,0.217,218.0,0,0
B107742,Personal/Household,Bank,33,18056.0,69,1,0.94,0.649,4,126028.0,0.349,18.2,0,0
B107743,Services,Bank,47,10542.0,26,1,0.834,0.569,1,75638.0,0.359,10.1,1,0
B107744,Personal/Household,Bank,30,31248.0,14,1,0.742,0.475,2,146011.0,0.234,17.4,0,0
B107745,Transport,SACCO,22,43474.0,32,2,0.924,0.831,3,229534.0,0.264,10.7,1,0
B107746,Manufacturing,SACCO,31,15883.0,28,1,0.802,0.484,3,135365.0,0.426,14.9,0,0
B107747,Transport,Bank,49,41929.0,55,2,0.437,0.556,2,179893.0,0.215,12.1,0,1
B107748,Agriculture,Bank,18,31132.0,72,0,0.637,0.917,1,196503.0,0.316,12.4,1,0
B107749,Personal/Household,Digital Lender,36,11211.0,4,1,0.921,0.454,1,16973.0,0.076,168.9,0,0
B107750,Personal/Household,Bank,29,41946.0,37,1,0.827,0.613,2,124345.0,0.148,16.9,0,0
B107751,Agriculture,SACCO,33,25699.0,8,1,0.501,0.781,1,145524.0,0.283,11.5,0,0
B107752,Services,Bank,32,16005.0,3,5,0.693,0.378,2,43322.0,0.135,16.4,0,0
B107753,Personal/Household,Digital Lender,45,50327.0,11,3,0.581,0.37,2,449852.0,0.447,164.2,0,1
B107754,Real Estate,MFI,36,49803.0,7,1,0.808,0.842,2,306188.0,0.307,19.2,0,0
B107755,Services,SACCO,45,15815.0,12,3,0.6,0.532,2,54426.0,0.172,10.8,0,0
B107756,Trade,Bank,48,34940.0,13,1,0.875,0.652,1,258261.0,0.37,16.6,0,0
B107757,Trade,Bank,35,33250.0,1,2,0.677,0.821,1,247432.0,0.372,15.0,0,0
B107758,Agriculture,SACCO,31,28642.0,52,1,0.873,0.674,4,196603.0,0.343,15.7,0,0
B107759,Manufacturing,MFI,39,22390.0,17,0,0.481,0.578,1,75695.0,0.169,19.7,1,0
B107760,Agriculture,Digital Lender,41,27402.0,48,1,0.988,0.668,4,57933.0,0.106,152.2,0,0
B107761,Services,MFI,23,49820.0,26,2,0.822,0.829,1,359858.0,0.361,23.9,0,0
B107762,Agriculture,MFI,37,37236.0,5,2,0.905,0.747,0,229847.0,0.309,12.4,1,0
B107763,Agriculture,Digital Lender,32,10298.0,0,1,0.875,0.427,0,92541.0,0.449,220.6,0,0
B107764,Transport,MFI,31,9146.0,11,0,0.673,0.378,2,42469.0,0.232,20.8,0,0
B107765,Trade,Digital Lender,28,10706.0,1,3,0.813,0.438,2,85289.0,0.398,128.9,0,1
B107766,Personal/Household,Bank,29,14087.0,4,2,0.778,0.543,1,40919.0,0.145,11.6,0,0
B107767,Agriculture,Bank,48,19627.0,9,1,0.597,0.919,0,151033.0,0.385,13.6,0,0
B107768,Services,Digital Lender,31,23179.0,25,2,0.808,0.915,1,152955.0,0.33,112.0,0,0
B107769,Personal/Household,Bank,46,28680.0,16,0,0.686,0.719,1,199040.0,0.347,12.9,0,0
B107770,Trade,Bank,36,29184.0,48,0,0.962,0.66,2,72115.0,0.124,14.5,0,0
B107771,Trade,Bank,24,28948.0,48,2,0.531,0.532,1,191133.0,0.33,16.5,0,0
B107772,Trade,MFI,37,55770.0,141,0,0.824,0.75,4,284999.0,0.256,21.2,0,0
B107773,Services,SACCO,23,11823.0,11,1,0.762,0.913,3,68582.0,0.29,13.4,0,0
B107774,Personal/Household,Bank,41,35728.0,22,1,0.494,0.617,4,129631.0,0.181,12.9,0,0
B107775,Real Estate,Bank,33,35632.0,12,4,0.703,0.792,0,87531.0,0.123,15.6,0,0
B107776,Trade,Bank,44,14847.0,41,1,0.838,0.809,0,91054.0,0.307,16.7,0,0
B107777,Personal/Household,Bank,49,39878.0,4,3,0.771,0.574,3,98526.0,0.124,15.5,0,0
B107778,Trade,Bank,18,36494.0,2,1,0.8,0.749,0,155183.0,0.213,12.7,0,0
B107779,Personal/Household,Bank,30,29034.0,7,1,0.418,0.853,2,57690.0,0.099,16.2,1,0
B107780,Personal/Household,Digital Lender,23,8000.0,1,4,0.635,0.58,1,45783.0,0.286,116.1,1,1
B107781,Agriculture,SACCO,57,50518.0,41,4,0.546,0.851,1,104884.0,0.104,17.1,0,0
B107782,Manufacturing,Bank,31,33681.0,26,1,0.41,0.331,1,113450.0,0.168,16.3,0,0
B107783,Agriculture,Bank,22,37122.0,26,0,0.772,0.905,3,233975.0,0.315,11.7,0,0
B107784,Agriculture,Bank,57,8000.0,30,0,0.594,0.744,0,63236.0,0.395,12.6,0,1
B107785,Services,Bank,28,22196.0,17,3,0.977,0.726,2,133817.0,0.301,15.8,0,0
B107786,Personal/Household,Bank,19,13514.0,48,1,0.914,0.504,4,67208.0,0.249,13.5,0,1
B107787,Personal/Household,Digital Lender,23,60560.0,15,5,0.835,0.761,2,438370.0,0.362,233.2,0,1
B107788,Manufacturing,SACCO,36,16191.0,84,2,0.781,0.86,3,45635.0,0.141,9.1,0,0
B107789,Agriculture,MFI,35,67077.0,47,2,0.953,0.477,3,408941.0,0.305,18.5,0,1
B107790,Personal/Household,Bank,27,50215.0,14,1,0.616,0.503,3,112822.0,0.112,11.8,0,0
B107791,Manufacturing,SACCO,30,33582.0,5,0,0.735,0.67,4,250695.0,0.373,11.0,0,0
B107792,Trade,Digital Lender,36,55518.0,6,1,0.578,0.938,0,465883.0,0.42,163.0,0,0
B107793,Real Estate,Bank,48,17687.0,7,1,0.902,0.944,3,152296.0,0.431,15.2,0,0
B107794,Transport,Digital Lender,38,19518.0,12,3,0.956,0.766,3,111073.0,0.285,294.0,1,0
B107795,Personal/Household,Bank,29,49380.0,1,0,0.868,0.93,1,358916.0,0.363,15.5,0,0
B107796,Agriculture,SACCO,33,17732.0,10,3,0.973,0.584,1,155514.0,0.438,13.2,1,1
